Record_ID,Year,Month_Name,Quarter,Facility_ID,Facility_Name,Facility_Type,Region,Facility_Area_SqFt,Energy_Type,Unit_of_Measure,Consumption_Amount,Unit_Cost_INR,Total_Cost_INR,Renewable_Percentage,CO2_Emission_Factor_kgCO2_per_unit,CO2_Emissions_kg,Peak_Demand_kW,Avg_Temperature_C,Heating_Cooling_Degree_Days,Operating_Hours,Headcount_Occupancy
ENG500339,2024,Nov-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,305.2,60.32,18409.66,0.0,0.35,106.82,,27.9,178.2,423.0,902
ENG500340,2024,Nov-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,308.7,3.43,1058.84,0.0,0.09,27.78,,27.9,178.2,423.0,902
ENG500341,2024,Dec-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15989.3,9.1,145502.63,13.5,0.82,11341.21,62.3,26.1,122.1,350.0,893
ENG500342,2024,Dec-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,414.5,46.49,19270.1,0.0,2.02,837.29,,26.1,122.1,350.0,893
ENG500343,2024,Dec-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,273.0,61.76,16860.48,0.0,0.35,95.55,,26.1,122.1,350.0,893
ENG500344,2024,Dec-2024,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,303.8,3.47,1054.19,0.0,0.09,27.34,,26.1,122.1,350.0,893
ENG500345,2025,Jan-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14320.8,9.9,141775.92,20.1,0.82,9382.7,39.6,22.8,24.8,589.0,917
ENG500346,2025,Jan-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,402.8,47.94,19310.23,0.0,2.02,813.66,,22.8,24.8,589.0,917
ENG500347,2025,Jan-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,237.1,65.2,15458.92,0.0,0.35,82.98,,22.8,24.8,589.0,917
ENG500348,2025,Jan-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,309.8,3.81,1180.34,0.0,0.09,27.88,,22.8,24.8,589.0,917
ENG500349,2025,Feb-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14907.7,9.96,148480.69,18.8,0.82,9926.14,42.4,24.8,84.1,579.0,900
ENG500350,2025,Feb-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,417.4,49.4,20619.56,0.0,2.02,843.15,,24.8,84.1,579.0,900
ENG500351,2025,Feb-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,260.2,65.42,17022.28,0.0,0.35,91.07,,24.8,84.1,579.0,900
ENG500352,2025,Feb-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,314.7,3.65,1148.65,0.0,0.09,28.32,,24.8,84.1,579.0,900
ENG500353,2025,Mar-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16985.4,9.89,167985.61,18.9,0.82,11295.63,44.5,30.2,244.9,635.0,898
ENG500354,2025,Mar-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,357.6,49.56,17722.66,0.0,2.02,722.35,,30.2,244.9,635.0,898
ENG500355,2025,Mar-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,306.7,65.05,19950.83,0.0,0.35,107.34,,30.2,244.9,635.0,898
ENG500356,2025,Mar-2025,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,314.1,3.74,1174.73,0.0,0.09,28.27,,30.2,244.9,635.0,898
ENG500357,2025,Apr-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,17134.9,10.01,171520.35,22.3,0.82,10917.33,73.2,30.0,239.2,395.0,903
ENG500358,2025,Apr-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,350.9,48.08,16871.27,0.0,2.02,708.82,,30.0,239.2,395.0,903
ENG500359,2025,Apr-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,313.1,64.72,20263.83,0.0,0.35,109.59,,30.0,239.2,395.0,903
ENG500360,2025,Apr-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,285.5,3.7,1056.35,0.0,0.09,25.7,,30.0,239.2,395.0,903
ENG500361,2025,May-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15598.8,9.64,150372.43,20.6,0.82,10156.07,40.1,30.4,252.3,518.0,896
ENG500362,2025,May-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,382.1,49.21,18803.14,0.0,2.02,771.84,,30.4,252.3,518.0,896
ENG500363,2025,May-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,292.4,65.12,19041.09,0.0,0.35,102.34,,30.4,252.3,518.0,896
ENG500364,2025,May-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,284.0,3.64,1033.76,0.0,0.09,25.56,,30.4,252.3,518.0,896
ENG500365,2025,Jun-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,17183.2,9.91,170285.51,21.2,0.82,11103.1,78.5,28.7,200.6,351.0,947
ENG500366,2025,Jun-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,373.4,48.93,18270.46,0.0,2.02,754.27,,28.7,200.6,351.0,947
ENG500367,2025,Jun-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,266.3,62.91,16752.93,0.0,0.35,93.2,,28.7,200.6,351.0,947
ENG500368,2025,Jun-2025,Q2,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,312.1,3.73,1164.13,0.0,0.09,28.09,,28.7,200.6,351.0,947
ENG500369,2025,Jul-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14389.1,9.7,139574.27,20.1,0.82,9427.45,55.1,26.2,126.1,435.0,890
ENG500370,2025,Jul-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,398.7,49.67,19803.43,0.0,2.02,805.37,,26.2,126.1,435.0,890
ENG500371,2025,Jul-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,254.2,61.96,15750.23,0.0,0.35,88.97,,26.2,126.1,435.0,890
ENG500372,2025,Jul-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,329.2,3.62,1191.7,0.0,0.09,29.63,,26.2,126.1,435.0,890
ENG500373,2025,Aug-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15069.9,9.98,150397.6,21.5,0.82,9700.49,51.0,27.6,168.8,387.0,930
ENG500374,2025,Aug-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,416.2,47.29,19682.1,0.0,2.02,840.72,,27.6,168.8,387.0,930
ENG500375,2025,Aug-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,265.1,64.2,17019.42,0.0,0.35,92.78,,27.6,168.8,387.0,930
ENG500376,2025,Aug-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,289.3,3.82,1105.13,0.0,0.09,26.04,,27.6,168.8,387.0,930
ENG500377,2025,Sep-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14432.3,9.78,141147.89,19.8,0.82,9491.26,62.0,26.1,123.7,369.0,921
ENG500378,2025,Sep-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,407.1,49.27,20057.82,0.0,2.02,822.34,,26.1,123.7,369.0,921
ENG500379,2025,Sep-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,264.7,63.18,16723.75,0.0,0.35,92.64,,26.1,123.7,369.0,921
ENG500380,2025,Sep-2025,Q3,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,330.8,3.79,1253.73,0.0,0.09,29.77,,26.1,123.7,369.0,921
ENG500381,2025,Oct-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,16062.3,9.95,159819.88,20.8,0.82,10431.5,31.3,28.1,184.4,682.0,891
ENG500382,2025,Oct-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,405.7,49.15,19940.15,0.0,2.02,819.51,,28.1,184.4,682.0,891
ENG500383,2025,Oct-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,286.6,63.98,18336.67,0.0,0.35,100.31,,28.1,184.4,682.0,891
ENG500384,2025,Oct-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,290.2,3.78,1096.96,0.0,0.09,26.12,,28.1,184.4,682.0,891
ENG500385,2025,Nov-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,17332.0,9.56,165693.92,21.3,0.82,11185.03,63.6,29.8,235.1,371.0,873
ENG500386,2025,Nov-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,356.6,48.33,17234.48,0.0,2.02,720.33,,29.8,235.1,371.0,873
ENG500387,2025,Nov-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,309.4,61.79,19117.83,0.0,0.35,108.29,,29.8,235.1,371.0,873
ENG500388,2025,Nov-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,305.3,3.6,1099.08,0.0,0.09,27.48,,29.8,235.1,371.0,873
ENG500389,2025,Dec-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,14815.1,9.75,144447.23,17.0,0.82,10083.16,57.5,25.8,113.3,369.0,882
ENG500390,2025,Dec-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,406.8,47.87,19473.52,0.0,2.02,821.74,,25.8,113.3,369.0,882
ENG500391,2025,Dec-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,290.9,62.71,18242.34,0.0,0.35,101.81,,25.8,113.3,369.0,882
ENG500392,2025,Dec-2025,Q4,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,337.5,3.63,1225.12,0.0,0.09,30.38,,25.8,113.3,369.0,882
ENG500393,2026,Jan-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,12645.5,10.59,133915.85,25.5,0.82,7725.14,45.0,22.8,24.4,416.0,854
ENG500394,2026,Jan-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,398.5,51.65,20582.52,0.0,2.02,804.97,,22.8,24.4,416.0,854
ENG500395,2026,Jan-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,265.1,65.76,17432.98,0.0,0.35,92.78,,22.8,24.4,416.0,854
ENG500396,2026,Jan-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,297.0,4.0,1188.0,0.0,0.09,26.73,,22.8,24.4,416.0,854
ENG500397,2026,Feb-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Electricity,kWh,15562.7,10.29,160140.18,26.3,0.82,9405.16,53.1,26.1,123.4,492.0,851
ENG500398,2026,Feb-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Natural Gas,m3,393.0,49.76,19555.68,0.0,2.02,793.86,,26.1,123.4,492.0,851
ENG500399,2026,Feb-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Water,KL,268.6,68.28,18340.01,0.0,0.35,94.01,,26.1,123.4,492.0,851
ENG500400,2026,Feb-2026,Q1,FAC002,Mumbai Corporate HQ,Corporate HQ,Mumbai,95000,Steam,kg,309.0,3.86,1192.74,0.0,0.09,27.81,,26.1,123.4,492.0,851
ENG500401,2022,Jan-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,8583.6,8.48,72788.93,6.0,0.82,6616.24,25.0,19.1,87.8,455.0,184
ENG500402,2022,Jan-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,372.6,41.84,15589.58,0.0,2.02,752.65,,19.1,87.8,455.0,184
ENG500403,2022,Jan-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,137.2,54.76,7513.07,0.0,0.35,48.02,,19.1,87.8,455.0,184
ENG500404,2022,Jan-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,660.8,3.28,2167.42,0.0,0.09,59.47,,19.1,87.8,455.0,184
ENG500405,2022,Feb-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,9953.8,8.34,83014.69,9.2,0.82,7411.2,24.3,21.9,2.3,560.0,237
ENG500406,2022,Feb-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,347.2,40.98,14228.26,0.0,2.02,701.34,,21.9,2.3,560.0,237
ENG500407,2022,Feb-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,140.2,55.36,7761.47,0.0,0.35,49.07,,21.9,2.3,560.0,237
ENG500408,2022,Feb-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,593.0,3.26,1933.18,0.0,0.09,53.37,,21.9,2.3,560.0,237
ENG500409,2022,Mar-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,11718.6,8.52,99842.47,3.3,0.82,9292.15,62.6,27.8,175.5,331.0,216
ENG500410,2022,Mar-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,315.2,42.44,13377.09,0.0,2.02,636.7,,27.8,175.5,331.0,216
ENG500411,2022,Mar-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,153.3,56.03,8589.4,0.0,0.35,53.66,,27.8,175.5,331.0,216
ENG500412,2022,Mar-2022,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,626.4,3.26,2042.06,0.0,0.09,56.38,,27.8,175.5,331.0,216
ENG500413,2022,Apr-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10945.0,8.64,94564.8,8.7,0.82,8194.08,51.9,25.2,97.4,356.0,229
ENG500414,2022,Apr-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,379.4,41.79,15855.13,0.0,2.02,766.39,,25.2,97.4,356.0,229
ENG500415,2022,Apr-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,135.8,55.75,7570.85,0.0,0.35,47.53,,25.2,97.4,356.0,229
ENG500416,2022,Apr-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,601.2,3.23,1941.88,0.0,0.09,54.11,,25.2,97.4,356.0,229
ENG500417,2022,May-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10134.5,8.7,88170.15,7.1,0.82,7720.26,30.2,24.8,84.9,566.0,212
ENG500418,2022,May-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,365.4,42.05,15365.07,0.0,2.02,738.11,,24.8,84.9,566.0,212
ENG500419,2022,May-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,157.3,54.2,8525.66,0.0,0.35,55.05,,24.8,84.9,566.0,212
ENG500420,2022,May-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,646.1,3.12,2015.83,0.0,0.09,58.15,,24.8,84.9,566.0,212
ENG500421,2022,Jun-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10843.3,8.39,90975.29,5.6,0.82,8393.58,64.0,23.1,32.3,304.0,229
ENG500422,2022,Jun-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,377.9,42.43,16034.3,0.0,2.02,763.36,,23.1,32.3,304.0,229
ENG500423,2022,Jun-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,144.9,56.62,8204.24,0.0,0.35,50.71,,23.1,32.3,304.0,229
ENG500424,2022,Jun-2022,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,606.5,3.29,1995.38,0.0,0.09,54.59,,23.1,32.3,304.0,229
ENG500425,2022,Jul-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10434.2,8.39,87542.94,7.4,0.82,7922.9,25.2,22.2,7.1,687.0,218
ENG500426,2022,Jul-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,380.5,42.48,16163.64,0.0,2.02,768.61,,22.2,7.1,687.0,218
ENG500427,2022,Jul-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,130.8,55.67,7281.64,0.0,0.35,45.78,,22.2,7.1,687.0,218
ENG500428,2022,Jul-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,673.5,3.13,2108.05,0.0,0.09,60.61,,22.2,7.1,687.0,218
ENG500429,2022,Aug-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,9191.8,8.62,79233.32,8.5,0.82,6896.61,23.6,21.9,3.3,694.0,217
ENG500430,2022,Aug-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,393.3,41.07,16152.83,0.0,2.02,794.47,,21.9,3.3,694.0,217
ENG500431,2022,Aug-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,135.5,55.21,7480.95,0.0,0.35,47.42,,21.9,3.3,694.0,217
ENG500432,2022,Aug-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,627.4,3.18,1995.13,0.0,0.09,56.47,,21.9,3.3,694.0,217
ENG500433,2022,Sep-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10400.0,8.3,86320.0,4.5,0.82,8144.24,31.4,22.2,5.3,543.0,237
ENG500434,2022,Sep-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,347.9,43.12,15001.45,0.0,2.02,702.76,,22.2,5.3,543.0,237
ENG500435,2022,Sep-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,133.1,55.35,7367.09,0.0,0.35,46.58,,22.2,5.3,543.0,237
ENG500436,2022,Sep-2022,Q3,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,636.1,3.2,2035.52,0.0,0.09,57.25,,22.2,5.3,543.0,237
ENG500437,2022,Oct-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10527.5,8.46,89062.65,6.8,0.82,8045.54,40.1,23.6,47.0,419.0,195
ENG500438,2022,Oct-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,366.7,42.42,15555.41,0.0,2.02,740.73,,23.6,47.0,419.0,195
ENG500439,2022,Oct-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,153.3,55.11,8448.36,0.0,0.35,53.66,,23.6,47.0,419.0,195
ENG500440,2022,Oct-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,636.7,3.22,2050.17,0.0,0.09,57.3,,23.6,47.0,419.0,195
ENG500441,2022,Nov-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,9188.3,8.7,79938.21,10.4,0.82,6750.83,38.8,19.3,80.4,403.0,187
ENG500442,2022,Nov-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,406.1,41.28,16763.81,0.0,2.02,820.32,,19.3,80.4,403.0,187
ENG500443,2022,Nov-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,120.3,54.02,6498.61,0.0,0.35,42.1,,19.3,80.4,403.0,187
ENG500444,2022,Nov-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,661.1,3.13,2069.24,0.0,0.09,59.5,,19.3,80.4,403.0,187
ENG500445,2022,Dec-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,9563.0,8.48,81094.24,6.9,0.82,7300.59,25.4,20.3,51.7,515.0,216
ENG500446,2022,Dec-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,383.9,40.91,15705.35,0.0,2.02,775.48,,20.3,51.7,515.0,216
ENG500447,2022,Dec-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,137.7,56.45,7773.16,0.0,0.35,48.19,,20.3,51.7,515.0,216
ENG500448,2022,Dec-2022,Q4,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,601.3,3.21,1930.17,0.0,0.09,54.12,,20.3,51.7,515.0,216
ENG500449,2023,Jan-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,8844.4,9.11,80572.48,14.1,0.82,6229.82,38.0,21.5,13.8,363.0,218
ENG500450,2023,Jan-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,359.4,44.82,16108.31,0.0,2.02,725.99,,21.5,13.8,363.0,218
ENG500451,2023,Jan-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,128.3,57.8,7415.74,0.0,0.35,44.91,,21.5,13.8,363.0,218
ENG500452,2023,Jan-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,633.3,3.28,2077.22,0.0,0.09,57.0,,21.5,13.8,363.0,218
ENG500453,2023,Feb-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,9605.3,8.82,84718.75,13.3,0.82,6828.79,44.2,22.1,3.0,384.0,239
ENG500454,2023,Feb-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,377.0,45.28,17070.56,0.0,2.02,761.54,,22.1,3.0,384.0,239
ENG500455,2023,Feb-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,141.9,58.76,8338.04,0.0,0.35,49.66,,22.1,3.0,384.0,239
ENG500456,2023,Feb-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,610.8,3.43,2095.04,0.0,0.09,54.97,,22.1,3.0,384.0,239
ENG500457,2023,Mar-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,11521.4,8.99,103577.39,11.0,0.82,8408.32,31.7,27.2,155.8,598.0,194
ENG500458,2023,Mar-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,315.6,43.44,13709.66,0.0,2.02,637.51,,27.2,155.8,598.0,194
ENG500459,2023,Mar-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,152.3,58.97,8981.13,0.0,0.35,53.3,,27.2,155.8,598.0,194
ENG500460,2023,Mar-2023,Q1,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,578.3,3.44,1989.35,0.0,0.09,52.05,,27.2,155.8,598.0,194
ENG500461,2023,Apr-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10789.4,8.85,95486.19,10.6,0.82,7909.49,39.4,27.0,151.3,358.0,250
ENG500462,2023,Apr-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,350.5,43.98,15414.99,0.0,2.02,708.01,,27.0,151.3,358.0,250
ENG500463,2023,Apr-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,146.7,59.02,8658.23,0.0,0.35,51.34,,27.0,151.3,358.0,250
ENG500464,2023,Apr-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,650.1,3.35,2177.84,0.0,0.09,58.51,,27.0,151.3,358.0,250
ENG500465,2023,May-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10321.4,8.67,89486.54,8.8,0.82,7718.76,30.4,26.1,121.6,470.0,213
ENG500466,2023,May-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,323.0,45.19,14596.37,0.0,2.02,652.46,,26.1,121.6,470.0,213
ENG500467,2023,May-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,151.8,58.03,8808.95,0.0,0.35,53.13,,26.1,121.6,470.0,213
ENG500468,2023,May-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Steam,kg,653.4,3.38,2208.49,0.0,0.09,58.81,,26.1,121.6,470.0,213
ENG500469,2023,Jun-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Electricity,kWh,10746.8,9.1,97795.88,10.4,0.82,7895.89,36.8,24.7,81.6,421.0,229
ENG500470,2023,Jun-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Natural Gas,m3,350.1,43.52,15236.35,0.0,2.02,707.2,,24.7,81.6,421.0,229
ENG500471,2023,Jun-2023,Q2,FAC003,Bangalore R&D Lab,R&D Lab,Bangalore,60000,Water,KL,138.8,58.01,8051.79,0.0,0.35,48.58,,24.7,81.6,421.0,229
