Order_ID,Order_Date,Month_Name,Calendar_Quarter,Fiscal_Quarter,Region,Sales_Rep,Customer_Segment,Customer_Type,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percent,Gross_Sales,Discount_Amount,Net_Sales,Unit_Cost,Total_Cost,Profit,Profit_Margin_Percent,Sales_Channel,Lead_Source,Order_Status,Rep_Monthly_Target
ORD100108,2025-10-11,Oct-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Electronics,Smartwatch,1,8075.79,0.0,8075.79,0.0,8075.79,4861.51,4861.51,3214.28,39.8,Retail,Paid Ads,Completed,220977.0
ORD100109,2025-10-11,Oct-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,New,Accessories,Cable Management Kit,6,335.43,6.8,2012.58,136.86,1875.72,186.92,1121.52,754.2,40.21,Direct,Paid Ads,Completed,205061.0
ORD100110,2025-10-11,Oct-2025,Q4,FY2025-Q3,East,Arjun Das,SMB,New,Software,Analytics Suite,8,21336.99,4.5,170695.92,7681.32,163014.6,6693.17,53545.36,109469.24,67.15,Retail,Paid Ads,Completed,188721.0
ORD100111,2025-10-11,Oct-2025,Q4,FY2025-Q3,North,Sneha Iyer,Enterprise,Returning,Software,CRM License,12,15538.05,12.4,186456.6,23120.62,163335.98,4582.92,54995.04,108340.94,66.33,Retail,Website Organic,Completed,204965.0
ORD100112,2025-10-11,Oct-2025,Q4,FY2025-Q3,West,Rohan Patil,SMB,Returning,Software,Analytics Suite,5,21085.36,4.1,105426.8,4322.5,101104.3,6504.76,32523.8,68580.5,67.83,Direct,Event/Trade Show,Completed,231747.0
ORD100113,2025-10-12,Oct-2025,Q4,FY2025-Q3,East,Ritu Ghosh,SMB,Returning,Accessories,Cable Management Kit,4,357.61,3.5,1430.44,50.07,1380.37,190.57,762.28,618.09,44.78,Direct,Cold Outreach,Completed,246297.0
ORD100114,2025-10-13,Oct-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Accessories,Desk Organizer,5,457.7,6.7,2288.5,153.33,2135.17,249.41,1247.05,888.12,41.59,Partner,Referral,Completed,230510.0
ORD100115,2025-10-14,Oct-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,Returning,Electronics,Wireless Mouse,9,866.91,5.9,7802.19,460.33,7341.86,535.47,4819.23,2522.63,34.36,Online,Referral,Completed,211740.0
ORD100116,2025-10-14,Oct-2025,Q4,FY2025-Q3,South,Rahul Nair,Mid-Market,Returning,Accessories,Desk Organizer,10,446.18,5.9,4461.8,263.25,4198.55,245.71,2457.1,1741.45,41.48,Online,Cold Outreach,Completed,253655.0
ORD100117,2025-10-14,Oct-2025,Q4,FY2025-Q3,South,Rahul Nair,Mid-Market,Returning,Electronics,Smartwatch,12,8807.76,3.9,105693.12,4122.03,101571.09,5320.02,63840.24,37730.85,37.15,Online,Website Organic,Completed,239950.0
ORD100118,2025-10-15,Oct-2025,Q4,FY2025-Q3,West,Rohan Patil,SMB,Returning,Software,Analytics Suite,1,21317.73,6.3,21317.73,1343.02,19974.71,6326.13,6326.13,13648.58,68.33,Direct,Paid Ads,Completed,220712.0
ORD100119,2025-10-15,Oct-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,Returning,Furniture,Standing Desk,6,18062.94,6.3,108377.64,6827.79,101549.85,10856.72,65140.32,36409.53,35.85,Online,Cold Outreach,Completed,256323.0
ORD100120,2025-10-15,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Accessories,Cable Management Kit,2,332.52,5.7,665.04,37.91,627.13,174.99,349.98,277.15,44.19,Online,Cold Outreach,Completed,210149.0
ORD100121,2025-10-18,Oct-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,Returning,Electronics,Bluetooth Speaker,6,2401.7,5.8,14410.2,835.79,13574.41,1509.14,9054.84,4519.57,33.29,Online,Referral,Completed,245700.0
ORD100122,2025-10-19,Oct-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Electronics,USB-C Hub,2,1842.82,3.9,3685.64,143.74,3541.9,1109.68,2219.36,1322.54,37.34,Online,Website Organic,Completed,244239.0
ORD100123,2025-10-19,Oct-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Software,Analytics Suite,2,21729.52,0.3,43459.04,130.38,43328.66,6395.2,12790.4,30538.26,70.48,Retail,Website Organic,Completed,192462.0
ORD100124,2025-10-20,Oct-2025,Q4,FY2025-Q3,East,Arjun Das,Mid-Market,Returning,Furniture,Ergonomic Chair,12,11623.15,8.5,139477.8,11855.61,127622.19,6963.32,83559.84,44062.35,34.53,Retail,Website Organic,Completed,241438.0
ORD100125,2025-10-21,Oct-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Electronics,Wireless Mouse,4,937.59,0.0,3750.36,0.0,3750.36,589.19,2356.76,1393.6,37.16,Retail,Referral,Completed,210570.0
ORD100126,2025-10-22,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,Enterprise,New,Software,Analytics Suite,27,22141.67,8.7,597825.09,52010.78,545814.31,6659.83,179815.41,365998.9,67.06,Direct,Website Organic,Completed,217801.0
ORD100127,2025-10-22,Oct-2025,Q4,FY2025-Q3,South,Divya Menon,Enterprise,New,Software,CRM License,14,15275.81,7.8,213861.34,16681.18,197180.16,4530.87,63432.18,133747.98,67.83,Online,Referral,Completed,252866.0
ORD100128,2025-10-22,Oct-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,New,Accessories,Laptop Sleeve,2,689.0,4.8,1378.0,66.14,1311.86,387.09,774.18,537.68,40.99,Online,Paid Ads,Completed,250129.0
ORD100129,2025-10-23,Oct-2025,Q4,FY2025-Q3,East,Priya Sen,Mid-Market,Returning,Electronics,Wireless Mouse,1,935.12,15.0,935.12,140.27,794.85,584.35,584.35,210.5,26.48,Online,Paid Ads,Completed,249810.0
ORD100130,2025-10-23,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Furniture,Standing Desk,5,18830.79,3.2,94153.95,3012.93,91141.02,11208.2,56041.0,35100.02,38.51,Direct,Paid Ads,Completed,209060.0
ORD100131,2025-10-23,Oct-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Furniture,Standing Desk,4,18080.27,6.5,72321.08,4700.87,67620.21,10574.04,42296.16,25324.05,37.45,Retail,Cold Outreach,Completed,197530.0
ORD100132,2025-10-25,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Furniture,Ergonomic Chair,6,11979.12,1.1,71874.72,790.62,71084.1,7224.38,43346.28,27737.82,39.02,Retail,Website Organic,Completed,189876.0
ORD100133,2025-10-25,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,Returning,Software,Cloud Storage Plan,2,5900.2,8.7,11800.4,1026.63,10773.77,1832.99,3665.98,7107.79,65.97,Retail,Paid Ads,Completed,219780.0
ORD100134,2025-10-26,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Software,Analytics Suite,5,22214.09,2.8,111070.45,3109.97,107960.48,6389.75,31948.75,76011.73,70.41,Direct,Website Organic,Completed,193240.0
ORD100135,2025-10-27,Oct-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Software,CRM License,8,14679.71,5.7,117437.68,6693.95,110743.73,4268.66,34149.28,76594.45,69.16,Online,Cold Outreach,Completed,243351.0
ORD100136,2025-10-27,Oct-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Accessories,Desk Organizer,16,434.98,3.8,6959.68,264.47,6695.21,235.28,3764.48,2930.73,43.77,Retail,Referral,Completed,186797.0
ORD100137,2025-10-29,Oct-2025,Q4,FY2025-Q3,South,Divya Menon,Enterprise,Returning,Furniture,Ergonomic Chair,12,12366.14,11.3,148393.68,16768.49,131625.19,7020.22,84242.64,47382.55,36.0,Direct,Website Organic,Completed,248177.0
ORD100138,2025-10-29,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,New,Furniture,Standing Desk,8,17973.03,9.6,143784.24,13803.29,129980.95,9981.21,79849.68,50131.27,38.57,Online,Website Organic,Completed,220393.0
ORD100139,2025-10-29,Oct-2025,Q4,FY2025-Q3,East,Arjun Das,Mid-Market,Returning,Software,Cloud Storage Plan,4,5721.88,10.5,22887.52,2403.19,20484.33,1675.78,6703.12,13781.21,67.28,Retail,Referral,Completed,225673.0
ORD100140,2025-10-29,Oct-2025,Q4,FY2025-Q3,South,Rahul Nair,Enterprise,Returning,Electronics,Bluetooth Speaker,18,2476.06,11.4,44569.08,5080.88,39488.2,1502.09,27037.62,12450.58,31.53,Retail,Website Organic,Completed,196117.0
ORD100141,2025-10-29,Oct-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Furniture,Ergonomic Chair,2,11535.96,2.5,23071.92,576.8,22495.12,6503.73,13007.46,9487.66,42.18,Retail,Referral,Returned,239475.0
ORD100142,2025-10-30,Oct-2025,Q4,FY2025-Q3,East,Priya Sen,Mid-Market,Returning,Furniture,Bookshelf,13,5600.71,5.7,72809.23,4150.13,68659.1,3186.59,41425.67,27233.43,39.66,Online,Event/Trade Show,Completed,204077.0
ORD100143,2025-10-30,Oct-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Accessories,Cable Management Kit,5,356.85,1.8,1784.25,32.12,1752.13,205.14,1025.7,726.43,41.46,Online,Event/Trade Show,Completed,205432.0
ORD100144,2025-10-31,Oct-2025,Q4,FY2025-Q3,North,Karan Mehta,Enterprise,Returning,Accessories,Laptop Sleeve,16,671.07,13.4,10737.12,1438.77,9298.35,355.57,5689.12,3609.23,38.82,Partner,Website Organic,Completed,209072.0
ORD100145,2025-10-31,Oct-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Accessories,Laptop Sleeve,5,718.57,0.0,3592.85,0.0,3592.85,387.49,1937.45,1655.4,46.07,Partner,Website Organic,Cancelled,210176.0
ORD100146,2025-11-01,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,New,Electronics,Bluetooth Speaker,8,2560.22,4.7,20481.76,962.64,19519.12,1554.27,12434.16,7084.96,36.3,Partner,Paid Ads,Completed,233099.0
ORD100147,2025-11-01,Nov-2025,Q4,FY2025-Q3,North,Sneha Iyer,SMB,Returning,Software,Analytics Suite,4,22845.56,0.8,91382.24,731.06,90651.18,6856.85,27427.4,63223.78,69.74,Online,Website Organic,Completed,209460.0
ORD100148,2025-11-01,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,New,Software,Security Suite,16,9468.53,12.0,151496.48,18179.58,133316.9,2707.17,43314.72,90002.18,67.51,Direct,Website Organic,Completed,184976.0
ORD100149,2025-11-02,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,New,Electronics,Bluetooth Speaker,4,2584.86,2.4,10339.44,248.15,10091.29,1653.98,6615.92,3475.37,34.44,Online,Paid Ads,Completed,216019.0
ORD100150,2025-11-03,Nov-2025,Q4,FY2025-Q3,North,Sneha Iyer,Enterprise,Returning,Software,CRM License,21,14395.04,10.0,302295.84,30229.58,272066.26,4182.18,87825.78,184240.48,67.72,Online,Referral,Completed,217418.0
ORD100151,2025-11-06,Nov-2025,Q4,FY2025-Q3,East,Arjun Das,Mid-Market,Returning,Software,Security Suite,12,9558.84,9.9,114706.08,11355.9,103350.18,2799.61,33595.32,69754.86,67.49,Retail,Paid Ads,Completed,236720.0
ORD100152,2025-11-06,Nov-2025,Q4,FY2025-Q3,East,Arjun Das,Mid-Market,New,Electronics,USB-C Hub,4,1841.4,7.4,7365.6,545.05,6820.55,1183.87,4735.48,2085.07,30.57,Retail,Website Organic,Completed,207775.0
ORD100153,2025-11-06,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,Enterprise,New,Software,Security Suite,18,9111.76,11.0,164011.68,18041.28,145970.4,2786.26,50152.68,95817.72,65.64,Direct,Event/Trade Show,Completed,222666.0
ORD100154,2025-11-06,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,Returning,Electronics,Smartwatch,2,8124.08,0.0,16248.16,0.0,16248.16,4837.34,9674.68,6573.48,40.46,Online,Referral,Completed,248148.0
ORD100155,2025-11-07,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Software,Security Suite,6,9435.22,0.7,56611.32,396.28,56215.04,2831.84,16991.04,39224.0,69.77,Online,Referral,Completed,215641.0
ORD100156,2025-11-07,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,Returning,Software,Cloud Storage Plan,8,6223.51,4.8,49788.08,2389.83,47398.25,1882.22,15057.76,32340.49,68.23,Direct,Referral,Completed,221116.0
ORD100157,2025-11-07,Nov-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Enterprise,New,Electronics,Noise Cancelling Headphones,18,6383.65,14.8,114905.7,17006.04,97899.66,3780.42,68047.56,29852.1,30.49,Online,Paid Ads,Completed,219282.0
ORD100158,2025-11-09,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,New,Accessories,Webcam Cover,6,150.21,0.3,901.26,2.7,898.56,85.51,513.06,385.5,42.9,Retail,Cold Outreach,Completed,258919.0
ORD100159,2025-11-09,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Enterprise,New,Furniture,Standing Desk,17,18618.86,15.6,316520.62,49377.22,267143.4,10847.32,184404.44,82738.96,30.97,Online,Paid Ads,Completed,212892.0
ORD100160,2025-11-09,Nov-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Mid-Market,New,Electronics,Noise Cancelling Headphones,9,6741.53,2.4,60673.77,1456.17,59217.6,4282.82,38545.38,20672.22,34.91,Online,Website Organic,Completed,230851.0
ORD100161,2025-11-09,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Accessories,Webcam Cover,5,152.9,5.8,764.5,44.34,720.16,88.19,440.95,279.21,38.77,Online,Website Organic,Returned,192509.0
ORD100162,2025-11-09,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,New,Accessories,Laptop Sleeve,4,701.28,6.3,2805.12,176.72,2628.4,383.57,1534.28,1094.12,41.63,Online,Paid Ads,Returned,189969.0
ORD100163,2025-11-10,Nov-2025,Q4,FY2025-Q3,East,Arjun Das,SMB,Returning,Electronics,Noise Cancelling Headphones,5,6261.63,4.8,31308.15,1502.79,29805.36,3732.34,18661.7,11143.66,37.39,Direct,Website Organic,Completed,216669.0
ORD100164,2025-11-10,Nov-2025,Q4,FY2025-Q3,East,Ritu Ghosh,Enterprise,New,Furniture,Ergonomic Chair,17,12439.42,14.0,211470.14,29605.82,181864.32,7045.4,119771.8,62092.52,34.14,Retail,Event/Trade Show,Completed,226803.0
ORD100165,2025-11-11,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,Mid-Market,Returning,Electronics,USB-C Hub,8,1873.92,9.8,14991.36,1469.15,13522.21,1119.25,8954.0,4568.21,33.78,Retail,Website Organic,Completed,220560.0
ORD100166,2025-11-11,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,Enterprise,New,Furniture,Bookshelf,17,5465.22,11.6,92908.74,10777.41,82131.33,3202.44,54441.48,27689.85,33.71,Direct,Event/Trade Show,Completed,212632.0
ORD100167,2025-11-11,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,Returning,Software,Cloud Storage Plan,5,6087.79,1.4,30438.95,426.15,30012.8,1801.19,9005.95,21006.85,69.99,Direct,Website Organic,Completed,214152.0
ORD100168,2025-11-11,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,Enterprise,Returning,Furniture,Office Cabinet,27,8908.16,11.8,240520.32,28381.4,212138.92,5380.57,145275.39,66863.53,31.52,Partner,Website Organic,Completed,235963.0
ORD100169,2025-11-12,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,New,Furniture,Bookshelf,1,5585.53,6.0,5585.53,335.13,5250.4,3366.22,3366.22,1884.18,35.89,Retail,Paid Ads,Completed,245701.0
ORD100170,2025-11-12,Nov-2025,Q4,FY2025-Q3,North,Sneha Iyer,SMB,Returning,Electronics,USB-C Hub,4,1773.35,3.8,7093.4,269.55,6823.85,1113.89,4455.56,2368.29,34.71,Online,Website Organic,Completed,230550.0
ORD100171,2025-11-12,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Furniture,Standing Desk,1,18148.38,6.4,18148.38,1161.5,16986.88,10018.18,10018.18,6968.7,41.02,Online,Cold Outreach,Completed,207969.0
ORD100172,2025-11-13,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,Returning,Software,CRM License,5,15188.47,3.9,75942.35,2961.75,72980.6,4386.18,21930.9,51049.7,69.95,Online,Website Organic,Cancelled,230268.0
ORD100173,2025-11-14,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Furniture,Ergonomic Chair,2,11786.79,4.7,23573.58,1107.96,22465.62,6834.44,13668.88,8796.74,39.16,Partner,Paid Ads,Completed,182641.0
ORD100174,2025-11-14,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,SMB,Returning,Furniture,Bookshelf,4,5321.74,6.1,21286.96,1298.5,19988.46,2976.8,11907.2,8081.26,40.43,Direct,Cold Outreach,Completed,231674.0
ORD100175,2025-11-15,Nov-2025,Q4,FY2025-Q3,North,Sneha Iyer,Mid-Market,Returning,Software,CRM License,9,15382.24,7.9,138440.16,10936.77,127503.39,4506.54,40558.86,86944.53,68.19,Partner,Referral,Returned,193500.0
ORD100176,2025-11-15,Nov-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,Returning,Accessories,Webcam Cover,9,150.31,6.4,1352.79,86.58,1266.21,82.04,738.36,527.85,41.69,Retail,Website Organic,Completed,186943.0
ORD100177,2025-11-15,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,SMB,New,Electronics,Bluetooth Speaker,5,2509.32,5.9,12546.6,740.25,11806.35,1566.59,7832.95,3973.4,33.65,Direct,Event/Trade Show,Completed,233943.0
ORD100178,2025-11-16,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,New,Furniture,Bookshelf,4,5712.87,2.7,22851.48,616.99,22234.49,3296.35,13185.4,9049.09,40.7,Retail,Referral,Completed,187868.0
ORD100179,2025-11-16,Nov-2025,Q4,FY2025-Q3,South,Vikram Reddy,SMB,Returning,Electronics,Bluetooth Speaker,1,2559.36,4.2,2559.36,107.49,2451.87,1607.94,1607.94,843.93,34.42,Direct,Paid Ads,Completed,210026.0
ORD100180,2025-11-17,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,SMB,New,Software,Security Suite,4,9913.65,2.3,39654.6,912.06,38742.54,2997.77,11991.08,26751.46,69.05,Partner,Referral,Completed,186144.0
ORD100181,2025-11-18,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,Enterprise,New,Electronics,Noise Cancelling Headphones,16,6675.51,12.5,106808.16,13351.02,93457.14,4020.12,64321.92,29135.22,31.17,Direct,Referral,Completed,211955.0
ORD100182,2025-11-19,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,Mid-Market,Returning,Software,Security Suite,1,9155.85,12.2,9155.85,1117.01,8038.84,2648.87,2648.87,5389.97,67.05,Direct,Website Organic,Completed,204472.0
ORD100183,2025-11-19,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,Mid-Market,Returning,Accessories,Webcam Cover,9,145.11,11.1,1305.99,144.96,1161.03,80.57,725.13,435.9,37.54,Partner,Paid Ads,Completed,213391.0
ORD100184,2025-11-20,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,Returning,Electronics,USB-C Hub,10,1790.94,6.1,17909.4,1092.47,16816.93,1056.98,10569.8,6247.13,37.15,Direct,Event/Trade Show,Completed,222012.0
ORD100185,2025-11-20,Nov-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Electronics,Wireless Mouse,5,894.84,4.9,4474.2,219.24,4254.96,573.11,2865.55,1389.41,32.65,Retail,Paid Ads,Completed,215847.0
ORD100186,2025-11-21,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,New,Furniture,Office Cabinet,2,9181.87,0.0,18363.74,0.0,18363.74,5214.18,10428.36,7935.38,43.21,Partner,Event/Trade Show,Completed,237544.0
ORD100187,2025-11-21,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,Mid-Market,Returning,Electronics,Bluetooth Speaker,9,2603.71,4.3,23433.39,1007.64,22425.75,1659.18,14932.62,7493.13,33.41,Online,Referral,Returned,236834.0
ORD100188,2025-11-21,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,Returning,Furniture,Office Cabinet,5,9319.65,9.3,46598.25,4333.64,42264.61,5655.24,28276.2,13988.41,33.1,Partner,Paid Ads,Cancelled,180389.0
ORD100189,2025-11-21,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,Mid-Market,New,Electronics,Smartwatch,9,8420.86,6.4,75787.74,4850.42,70937.32,5013.99,45125.91,25811.41,36.39,Direct,Paid Ads,Cancelled,248651.0
ORD100190,2025-11-21,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,Returning,Furniture,Office Cabinet,1,9104.66,4.9,9104.66,446.13,8658.53,5345.42,5345.42,3313.11,38.26,Online,Paid Ads,Completed,212029.0
ORD100191,2025-11-22,Nov-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,Returning,Accessories,Webcam Cover,10,143.71,1.1,1437.1,15.81,1421.29,82.72,827.2,594.09,41.8,Online,Paid Ads,Completed,220210.0
ORD100192,2025-11-22,Nov-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Furniture,Bookshelf,8,5554.65,6.3,44437.2,2799.54,41637.66,3307.25,26458.0,15179.66,36.46,Online,Paid Ads,Completed,248795.0
ORD100193,2025-11-22,Nov-2025,Q4,FY2025-Q3,North,Aditi Rao,SMB,Returning,Software,Security Suite,2,9749.41,3.9,19498.82,760.45,18738.37,3051.88,6103.76,12634.61,67.43,Online,Website Organic,Completed,233541.0
ORD100194,2025-11-22,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,Enterprise,New,Software,CRM License,9,14398.86,9.3,129589.74,12051.85,117537.89,4481.54,40333.86,77204.03,65.68,Online,Website Organic,Completed,208485.0
ORD100195,2025-11-22,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Furniture,Office Cabinet,8,9192.29,10.1,73538.32,7427.37,66110.95,5121.36,40970.88,25140.07,38.03,Retail,Website Organic,Completed,256022.0
ORD100196,2025-11-22,Nov-2025,Q4,FY2025-Q3,East,Arjun Das,Enterprise,Returning,Software,Security Suite,17,9473.31,14.4,161046.27,23190.66,137855.61,2936.33,49917.61,87938.0,63.79,Retail,Paid Ads,Completed,199067.0
ORD100197,2025-11-22,Nov-2025,Q4,FY2025-Q3,West,Neha Shah,Mid-Market,Returning,Electronics,Noise Cancelling Headphones,6,6810.92,9.2,40865.52,3759.63,37105.89,4134.25,24805.5,12300.39,33.15,Online,Paid Ads,Completed,202249.0
ORD100198,2025-11-23,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,Returning,Accessories,Laptop Sleeve,6,679.42,8.1,4076.52,330.2,3746.32,362.66,2175.96,1570.36,41.92,Direct,Referral,Completed,249952.0
ORD100199,2025-11-23,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,SMB,Returning,Software,Cloud Storage Plan,2,5869.08,7.7,11738.16,903.84,10834.32,1729.3,3458.6,7375.72,68.08,Online,Referral,Completed,216286.0
ORD100200,2025-11-24,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,New,Software,Analytics Suite,5,21150.02,8.7,105750.1,9200.26,96549.84,6218.15,31090.75,65459.09,67.8,Online,Paid Ads,Completed,223173.0
ORD100201,2025-11-24,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Mid-Market,New,Accessories,Webcam Cover,10,152.99,6.8,1529.9,104.03,1425.87,88.3,883.0,542.87,38.07,Online,Website Organic,Completed,220428.0
ORD100202,2025-11-24,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,Mid-Market,New,Software,Cloud Storage Plan,6,5781.63,5.9,34689.78,2046.7,32643.08,1732.57,10395.42,22247.66,68.15,Retail,Event/Trade Show,Completed,184226.0
ORD100203,2025-11-25,Nov-2025,Q4,FY2025-Q3,East,Priya Sen,Enterprise,Returning,Furniture,Standing Desk,18,18048.61,10.2,324874.98,33137.25,291737.73,10566.07,190189.26,101548.47,34.81,Online,Referral,Completed,244216.0
ORD100204,2025-11-25,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,New,Software,Analytics Suite,1,21103.54,0.0,21103.54,0.0,21103.54,6647.52,6647.52,14456.02,68.5,Online,Website Organic,Returned,187491.0
ORD100205,2025-11-25,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Furniture,Bookshelf,2,5582.64,0.0,11165.28,0.0,11165.28,3092.62,6185.24,4980.04,44.6,Retail,Referral,Completed,241827.0
ORD100206,2025-11-25,Nov-2025,Q4,FY2025-Q3,West,Rohan Patil,Mid-Market,Returning,Software,Cloud Storage Plan,8,5709.19,1.9,45673.52,867.8,44805.72,1790.84,14326.72,30479.0,68.02,Online,Paid Ads,Completed,180317.0
ORD100207,2025-11-25,Nov-2025,Q4,FY2025-Q3,East,Ritu Ghosh,SMB,Returning,Accessories,Cable Management Kit,5,355.05,8.0,1775.25,142.02,1633.23,200.29,1001.45,631.78,38.68,Direct,Referral,Completed,186891.0
ORD100208,2025-11-26,Nov-2025,Q4,FY2025-Q3,South,Vikram Reddy,SMB,Returning,Software,Security Suite,1,9134.83,3.9,9134.83,356.26,8778.57,2854.89,2854.89,5923.68,67.48,Direct,Event/Trade Show,Completed,221575.0
ORD100209,2025-11-26,Nov-2025,Q4,FY2025-Q3,North,Karan Mehta,Enterprise,Returning,Furniture,Office Cabinet,10,9433.28,7.8,94332.8,7357.96,86974.84,5705.68,57056.8,29918.04,34.4,Online,Cold Outreach,Completed,200453.0
ORD100210,2025-11-27,Nov-2025,Q4,FY2025-Q3,South,Vikram Reddy,Enterprise,New,Software,Security Suite,18,9788.67,15.9,176196.06,28015.17,148180.89,2902.52,52245.36,95935.53,64.74,Retail,Referral,Completed,186811.0
ORD100211,2025-11-27,Nov-2025,Q4,FY2025-Q3,South,Vikram Reddy,SMB,Returning,Software,Cloud Storage Plan,4,5891.83,0.2,23567.32,47.13,23520.19,1817.56,7270.24,16249.95,69.09,Retail,Cold Outreach,Completed,215450.0
ORD100212,2025-11-27,Nov-2025,Q4,FY2025-Q3,South,Divya Menon,Mid-Market,New,Accessories,Cable Management Kit,10,345.16,10.4,3451.6,358.97,3092.63,192.08,1920.8,1171.83,37.89,Retail,Cold Outreach,Completed,195467.0
ORD100213,2025-11-28,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,Mid-Market,Returning,Furniture,Ergonomic Chair,6,11684.98,11.4,70109.88,7992.53,62117.35,7048.59,42291.54,19825.81,31.92,Direct,Referral,Completed,244461.0
ORD100214,2025-11-29,Nov-2025,Q4,FY2025-Q3,West,Simran Kaur,SMB,Returning,Software,Security Suite,1,9591.45,1.6,9591.45,153.46,9437.99,2882.67,2882.67,6555.32,69.46,Online,Cold Outreach,Cancelled,223244.0
ORD100215,2025-11-29,Nov-2025,Q4,FY2025-Q3,South,Rahul Nair,SMB,Returning,Software,Security Suite,6,9831.06,0.9,58986.36,530.88,58455.48,3071.99,18431.94,40023.54,68.47,Direct,Referral,Completed,222062.0
